source,target
Wei Zhang,George Saon
Miaomiao Cui,Xuansong Xie
Cuong Nguyen,Thanh-Toan Do
Miaomiao Cui,Xuansong Xie
Bilge Acun,Carole-Jean Wu
Yue Song,Wei Wang
Yue Song,Nicu Sebe
Wei Wang,Nicu Sebe
Zhuo-Xu Cui,Yanjie Zhu
Zhuo-Xu Cui,Dong Liang
Yanjie Zhu,Dong Liang
Md Nishat Raihan,Marcos Zampieri
Md Nishat Raihan,Dhiman Goswami
Md Nishat Raihan,Marcos Zampieri
Dhiman Goswami,Marcos Zampieri
Dhiman Goswami,Md Nishat Raihan
Dhiman Goswami,Marcos Zampieri
Md Nishat Raihan,Marcos Zampieri
Xiaodong Cun,Menghan Xia
Xiaodong Cun,Chi-Man Pun
Menghan Xia,Chi-Man Pun
Shuguang Cui,Zhen Li
Xupeng Miao,Bin Cui
Xupeng Miao,Yingxia Shao
Xupeng Miao,Bin Cui
Yingxia Shao,Bin Cui
Nasir Rajpoot,Shan E Ahmed Raza
UK,UK
UK,UK)
UK,UK)
Marcella Cornia,Rita Cucchiara
Tengchao Lv,Lei Cui
Tengchao Lv,Furu Wei
Lei Cui,Furu Wei
Hongzhi Yin,Bin Cui
Yaping Sun,Hao Chen
Yaping Sun,Shuguang Cui
Hao Chen,Shuguang Cui
Bo Pang,Radu Soricut
Cuong Pham,Anh Tran
Che Liu,Sibo Cheng
Bin Ren,Nicu Sebe
Bin Ren,Bruno Lepri
Nicu Sebe,Bruno Lepri
Nicu Sebe,Elisa Ricci
Xiaodong Cun,Yong Zhang
Xiaodong Cun,Xintao Wang
Yong Zhang,Xintao Wang
Cuong Tran,Ferdinando Fioretto
Chaozheng Wang,Cuiyun Gao
Miaomiao Cui,Xuansong Xie
Nicu Sebe,Zhun Zhong
Xintao Wang,Xiaodong Cun
Xintao Wang,Ying Shan
Xiaodong Cun,Ying Shan
Manon Flageat,Bryan Lim
Manon Flageat,Antoine Cully
Bryan Lim,Antoine Cully
Chaoda Zheng,Xu Yan
Chaoda Zheng,Guanbin Li
Chaoda Zheng,Shuguang Cui
Chaoda Zheng,Zhen Li
Xu Yan,Guanbin Li
Xu Yan,Shuguang Cui
Xu Yan,Zhen Li
Guanbin Li,Shuguang Cui
Guanbin Li,Zhen Li
Shuguang Cui,Zhen Li
Li Dong,Kezhi Wang
Li Dong,Cunhua Pan
Kezhi Wang,Cunhua Pan
Han Yu,Lizhen Cui
Hujun Bao,Zhaopeng Cui
Kai Cui,Heinz Koeppl
Hongzhi Yin,Tong Chen
Hongzhi Yin,Bin Cui
Tong Chen,Bin Cui
Xu Yan,Shuguang Cui
Xu Yan,Zhen Li
Shuguang Cui,Zhen Li
Kai Cui,Heinz Koeppl
Kai Cui,Heinz Koeppl
Switzerland,Switzerland
Switzerland,Switzerland
Switzerland,Switzerland
Bilge Acun,Carole-Jean Wu
Yue Zhang,Leyang Cui
Yue Zhang,Wei Bi
Leyang Cui,Wei Bi
Qimei Cui,Xiaofeng Tao
Miaomiao Cui,Xuansong Xie
Cuong Pham,Anh Tran
Ziyuan Pu,Zhiyong Cui
Yue Yu,Ufuk Topcu
Shuzheng Gao,Cuiyun Gao
Shuzheng Gao,Xin Xia
Cuiyun Gao,Xin Xia
Che Liu,Sibo Cheng
Che Liu,Rossella Arcucci
Sibo Cheng,Rossella Arcucci
Yaping Sun,Hao Chen
Yaping Sun,Shuguang Cui
Yaping Sun,Ping Zhang
Hao Chen,Shuguang Cui
Hao Chen,Ping Zhang
Shuguang Cui,Ping Zhang
Ling Yang,Wentao Zhang
Ling Yang,Bin Cui
Wentao Zhang,Bin Cui
Mingyu Cui,Helen Meng
Hao Chen,Cunsheng Ding
Guanbin Li,Shuguang Cui
Guanbin Li,Zhen Li
Shuguang Cui,Zhen Li
Thiemo Alldieck,Cristian Sminchisescu
Ruining Deng,Can Cui
Ruining Deng,Qi Liu
Ruining Deng,Yuankai Huo
Ruining Deng,Bennett A. Landman
Can Cui,Qi Liu
Can Cui,Yuankai Huo
Can Cui,Bennett A. Landman
Qi Liu,Yuankai Huo
Qi Liu,Bennett A. Landman
Yuankai Huo,Bennett A. Landman
Xiaodong Cui,Brian Kingsbury
Hong Ren,Cunhua Pan
Hong Ren,Shi Jin
Cunhua Pan,Shi Jin
Nicolae-Catalin Ristea,Radu Tudor Ionescu
Hao Tang,Nicu Sebe
Hao Tang,Luc Van Gool
Nicu Sebe,Luc Van Gool
Xintao Wang,Xiaodong Cun
Xintao Wang,Ying Shan
Xiaodong Cun,Ying Shan
Yan Wang,Qing Cui
Manon Flageat,Antoine Cully
Yong Zhang,Xiaodong Cun
Yong Zhang,Menghan Xia
Yong Zhang,Xintao Wang
Yong Zhang,Ying Shan
Xiaodong Cun,Menghan Xia
Xiaodong Cun,Xintao Wang
Xiaodong Cun,Ying Shan
Menghan Xia,Xintao Wang
Menghan Xia,Ying Shan
Xintao Wang,Ying Shan
Yingjie Li,Cunxi Yu
Leyang Cui,Wei Bi
Zhaopeng Cui,Marc Pollefeys
Randall Balestriero,Yann LeCun
Spain),Spain)
Spain),Spain)
Spain),Spain)
Spain),Spain)
Kai Cui,Heinz Koeppl
Yiming Cui,Dongfang Liu
Cunhang Fan,Jianhua Tao
Tong Chen,Lizhen Cui
Tong Chen,Hongzhi Yin
Lizhen Cui,Hongzhi Yin
Curtis Bright,Vijay Ganesh
Zhun Zhong,Nicu Sebe
Ross Cutler,Babak Naderi
Dhiman Goswami,Md Nishat Raihan
Marcus Hutter,Laurent Orseau
Lizhen Cui,Hongzhi Yin
Dhiman Goswami,Marcos Zampieri
Dhiman Goswami,Md Nishat Raihan
Sibo Cheng,Rossella Arcucci
Jie Ren,Hui Liu
Hangzhou,Hangzhou
Hangzhou,China
Hangzhou,Hangzhou
Hangzhou,China
Hangzhou,Hangzhou
Hangzhou,China
Hangzhou,China
Hangzhou,China
Hangzhou,Hangzhou
Hangzhou,China
Hangzhou,Hangzhou
Hangzhou,China
Hangzhou,China
Hangzhou,China
Hangzhou,Hangzhou
Hangzhou,China
Hangzhou,Hangzhou
Hangzhou,China
Hangzhou,Hangzhou
Hangzhou,China
Hangzhou,Beijing
Hangzhou,China)
Hangzhou,China
Hangzhou,Hangzhou
Hangzhou,China
Hangzhou,Hangzhou
Hangzhou,China
Hangzhou,China
Hangzhou,China
Hangzhou,Hangzhou
Hangzhou,China
Hangzhou,Hangzhou
Hangzhou,China
Hangzhou,China
Hangzhou,China
Hangzhou,Hangzhou
Hangzhou,China
Hangzhou,Hangzhou
Hangzhou,China
Hangzhou,Hangzhou
Hangzhou,China
Hangzhou,Beijing
Hangzhou,China)
China,Hangzhou
China,China
China,Hangzhou
China,China
China,China
China,China
China,Hangzhou
China,China
China,Hangzhou
China,China
China,China
China,China
China,Hangzhou
China,China
China,Hangzhou
China,China
China,Hangzhou
China,China
China,Beijing
China,China)
Hangzhou,China
Hangzhou,Hangzhou
Hangzhou,China
Hangzhou,China
Hangzhou,China
Hangzhou,Hangzhou
Hangzhou,China
Hangzhou,Hangzhou
Hangzhou,China
Hangzhou,China
Hangzhou,China
Hangzhou,Hangzhou
Hangzhou,China
Hangzhou,Hangzhou
Hangzhou,China
Hangzhou,Hangzhou
Hangzhou,China
Hangzhou,Beijing
Hangzhou,China)
China,Hangzhou
China,China
China,China
China,China
China,Hangzhou
China,China
China,Hangzhou
China,China
China,China
China,China
China,Hangzhou
China,China
China,Hangzhou
China,China
China,Hangzhou
China,China
China,Beijing
China,China)
Hangzhou,China
Hangzhou,China
Hangzhou,China
Hangzhou,Hangzhou
Hangzhou,China
Hangzhou,Hangzhou
Hangzhou,China
Hangzhou,China
Hangzhou,China
Hangzhou,Hangzhou
Hangzhou,China
Hangzhou,Hangzhou
Hangzhou,China
Hangzhou,Hangzhou
Hangzhou,China
Hangzhou,Beijing
Hangzhou,China)
China,China
China,China
China,Hangzhou
China,China
China,Hangzhou
China,China
China,China
China,China
China,Hangzhou
China,China
China,Hangzhou
China,China
China,Hangzhou
China,China
China,Beijing
China,China)
China,China
China,Hangzhou
China,China
China,Hangzhou
China,China
China,China
China,China
China,Hangzhou
China,China
China,Hangzhou
China,China
China,Hangzhou
China,China
China,Beijing
China,China)
China,Hangzhou
China,China
China,Hangzhou
China,China
China,China
China,China
China,Hangzhou
China,China
China,Hangzhou
China,China
China,Hangzhou
China,China
China,Beijing
China,China)
Hangzhou,China
Hangzhou,Hangzhou
Hangzhou,China
Hangzhou,China
Hangzhou,China
Hangzhou,Hangzhou
Hangzhou,China
Hangzhou,Hangzhou
Hangzhou,China
Hangzhou,Hangzhou
Hangzhou,China
Hangzhou,Beijing
Hangzhou,China)
China,Hangzhou
China,China
China,China
China,China
China,Hangzhou
China,China
China,Hangzhou
China,China
China,Hangzhou
China,China
China,Beijing
China,China)
Hangzhou,China
Hangzhou,China
Hangzhou,China
Hangzhou,Hangzhou
Hangzhou,China
Hangzhou,Hangzhou
Hangzhou,China
Hangzhou,Hangzhou
Hangzhou,China
Hangzhou,Beijing
Hangzhou,China)
China,China
China,China
China,Hangzhou
China,China
China,Hangzhou
China,China
China,Hangzhou
China,China
China,Beijing
China,China)
China,China
China,Hangzhou
China,China
China,Hangzhou
China,China
China,Hangzhou
China,China
China,Beijing
China,China)
China,Hangzhou
China,China
China,Hangzhou
China,China
China,Hangzhou
China,China
China,Beijing
China,China)
Hangzhou,China
Hangzhou,Hangzhou
Hangzhou,China
Hangzhou,Hangzhou
Hangzhou,China
Hangzhou,Beijing
Hangzhou,China)
China,Hangzhou
China,China
China,Hangzhou
China,China
China,Beijing
China,China)
Hangzhou,China
Hangzhou,Hangzhou
Hangzhou,China
Hangzhou,Beijing
Hangzhou,China)
China,Hangzhou
China,China
China,Beijing
China,China)
Hangzhou,China
Hangzhou,Beijing
Hangzhou,China)
China,Beijing
China,China)
Beijing,China)
Bin Ren,"Rita
  Cucchiara"
Bin Ren,Luc Van Gool
Bin Ren,Nicu Sebe
"Rita
  Cucchiara",Luc Van Gool
"Rita
  Cucchiara",Nicu Sebe
Luc Van Gool,Nicu Sebe
Guangxu Zhu,Shuguang Cui
Zhaohui Yang,Qimei Cui
Zhaohui Yang,Xiaofeng Tao
Qimei Cui,Xiaofeng Tao
Chenqing Hua,Doina Precup
Ganqu Cui,Jun Zhu
Xingxuan Zhang,Renzhe Xu
Daniela Micucci,Leonardo Mariani
Cuiling Lan,Yan Lu
Menghan Xia,Xiaodong Cun
Menghan Xia,Yong Zhang
Menghan Xia,Xintao Wang
Menghan Xia,Ying Shan
Xiaodong Cun,Yong Zhang
Xiaodong Cun,Xintao Wang
Xiaodong Cun,Ying Shan
Yong Zhang,Xintao Wang
Yong Zhang,Ying Shan
Xintao Wang,Ying Shan
Zhangjie Peng,Cunhua Pan
Silvia Cascianelli,Rita Cucchiara
Wanxiang Che,Ting Liu
Randall Balestriero,Yann LeCun
Lorenzo Baraldi,Lorenzo Baraldi
Lorenzo Baraldi,Marcella Cornia
Lorenzo Baraldi,Rita Cucchiara
Lorenzo Baraldi,Marcella Cornia
Lorenzo Baraldi,Rita Cucchiara
Marcella Cornia,Rita Cucchiara
Ling Yang,Bin Cui
Cuiling Lan,Yan Lu
Kevin Gimpel,Karen Livescu
Yang Liu,Shuo Wang
Yang Liu,Cunliang Kong
Yang Liu,Yang Liu
Yang Liu,Maosong Sun
Shuo Wang,Cunliang Kong
Shuo Wang,Yang Liu
Shuo Wang,Maosong Sun
Cunliang Kong,Yang Liu
Cunliang Kong,Maosong Sun
Yang Liu,Maosong Sun
Cunhua Pan,Hong Ren
Cunliang Kong,Shuo Wang
Marc Pollefeys,Anh Tran
Marc Pollefeys,Cuong Pham
Marc Pollefeys,Xi Chen
Anh Tran,Cuong Pham
Anh Tran,Xi Chen
Cuong Pham,Xi Chen
Cunxiang Wang,Yue Zhang
Yubo Cui,Zheng Fang
Cunliang Kong,Maosong Sun
Jing Zhang,Jun Zhu
Jing Zhang,Cuiping Li
Jing Zhang,Hong Chen
Jun Zhu,Cuiping Li
Jun Zhu,Hong Chen
Cuiping Li,Hong Chen
Ling Yang,Bin Cui
Wei Liu,Bin Wang
Shijian Lu,Miaomiao Cui
Shijian Lu,Chunyan Miao
Miaomiao Cui,Chunyan Miao
Beijing,China
Beijing,Beijing
Beijing,China)
China,Beijing
China,China)
Beijing,China)
Leyang Cui,Wei Bi
Ling Yang,Bin Cui
Christopher Potts,Atticus Geiger
Marcella Cornia,Rita Cucchiara
Ganqu Cui,Ning Ding
Ganqu Cui,Zhiyuan Liu
Ganqu Cui,Maosong Sun
Ning Ding,Zhiyuan Liu
Ning Ding,Maosong Sun
Zhiyuan Liu,Maosong Sun
Ruining Deng,Quan Liu
Ruining Deng,Can Cui
Ruining Deng,Tianyuan Yao
Ruining Deng,Haichun Yang
Ruining Deng,Yuankai Huo
Quan Liu,Can Cui
Quan Liu,Tianyuan Yao
Quan Liu,Haichun Yang
Quan Liu,Yuankai Huo
Can Cui,Tianyuan Yao
Can Cui,Haichun Yang
Can Cui,Yuankai Huo
Tianyuan Yao,Haichun Yang
Tianyuan Yao,Yuankai Huo
Haichun Yang,Yuankai Huo
Shan E Ahmed Raza,Nasir Rajpoot
Fangcheng Fu,Ling Yang
Fangcheng Fu,Wentao Zhang
Fangcheng Fu,Bin Cui
Ling Yang,Wentao Zhang
Ling Yang,Bin Cui
Wentao Zhang,Bin Cui
Han Yu,Jiashuo Liu
Han Yu,Xingxuan Zhang
Han Yu,Peng Cui
Jiashuo Liu,Xingxuan Zhang
Jiashuo Liu,Peng Cui
Xingxuan Zhang,Peng Cui
Hong Ren,Cunhua Pan
Hong Ren,Gui Zhou
Cunhua Pan,Gui Zhou
Germany,Germany
Germany,Germany
Germany,London
Germany,UK
Germany,Germany)
Germany,Germany
Germany,London
Germany,UK
Germany,Germany)
Germany,London
Germany,UK
Germany,Germany)
London,UK
London,Germany)
UK,Germany)
Chi-Man Pun,Xiaodong Cun
Yilin Ning,Marcus Eng Hock Ong
Yilin Ning,Bibhas Chakraborty
Yilin Ning,Nan Liu
Marcus Eng Hock Ong,Bibhas Chakraborty
Marcus Eng Hock Ong,Nan Liu
Bibhas Chakraborty,Nan Liu
Yilin Ning,Bibhas Chakraborty
Yilin Ning,Marcus Eng Hock Ong
Yilin Ning,Nan Liu
Bibhas Chakraborty,Marcus Eng Hock Ong
Bibhas Chakraborty,Nan Liu
Marcus Eng Hock Ong,Nan Liu
Fan Yang,Xi Chen
Fan Yang,Radu Soricut
Fan Yang,Bo Li
Fan Yang,Rui Wang
Fan Yang,Lei Zhang
Fan Yang,Demis Hassabis
Fan Yang,Oriol Vinyals
Xi Chen,Radu Soricut
Xi Chen,Bo Li
Xi Chen,Rui Wang
Xi Chen,Lei Zhang
Xi Chen,Demis Hassabis
Xi Chen,Oriol Vinyals
Radu Soricut,Bo Li
Radu Soricut,Rui Wang
Radu Soricut,Lei Zhang
Radu Soricut,Demis Hassabis
Radu Soricut,Oriol Vinyals
Bo Li,Rui Wang
Bo Li,Lei Zhang
Bo Li,Demis Hassabis
Bo Li,Oriol Vinyals
Rui Wang,Lei Zhang
Rui Wang,Demis Hassabis
Rui Wang,Oriol Vinyals
Lei Zhang,Demis Hassabis
Lei Zhang,Oriol Vinyals
Demis Hassabis,Oriol Vinyals
Li Dong,Kezhi Wang
Li Dong,Cunhua Pan
Kezhi Wang,Cunhua Pan
Limeng Cui,Zhen Li
Vishak Gopal,Ross Cutler
Spain,Spain
Spain,London
Spain,London
Yilin Ning,Marcus Eng Hock Ong
Yilin Ning,Nan Liu
Marcus Eng Hock Ong,Nan Liu
Lorenzo Baraldi,Rita Cucchiara
Nicu Sebe,Zhun Zhong
Atticus Geiger,Christopher Potts
Bilge Acun,Carole-Jean Wu
Ning Ding,Ganqu Cui
Ning Ding,Zhiyuan Liu
Ning Ding,Maosong Sun
Ganqu Cui,Zhiyuan Liu
Ganqu Cui,Maosong Sun
Zhiyuan Liu,Maosong Sun
Adam Roberts,Oriol Vinyals
Adam Roberts,Koray Kavukcuoglu
Adam Roberts,Demis Hassabis
Oriol Vinyals,Koray Kavukcuoglu
Oriol Vinyals,Demis Hassabis
Koray Kavukcuoglu,Demis Hassabis
Cunxiang Wang,Wei Xu
Andrei Zanfir,Thiemo Alldieck
Andrei Zanfir,Cristian Sminchisescu
Thiemo Alldieck,Cristian Sminchisescu
Hejie Cui,Xuan Kan
Hejie Cui,Carl Yang
Xuan Kan,Carl Yang
Marcella Cornia,Rita Cucchiara
Hong Ren,Cunhua Pan
Hong Ren,Zhangjie Peng
Cunhua Pan,Zhangjie Peng
Yue Yu,and Ufuk Topcu
Radu Marculescu,Ufuk Topcu
Yue Song,Nicu Sebe
Jing Zhang,Cuiping Li
Jing Zhang,Hong Chen
Jing Zhang,Hongzhi Yin
Cuiping Li,Hong Chen
Cuiping Li,Hongzhi Yin
Hong Chen,Hongzhi Yin
Zhiyuan Liu,Maosong Sun
Chen Chen,Cunxi Yu
Marcella Cornia,"Rita
  Cucchiara"
Md Nishat Raihan,Dhiman Goswami
Md Nishat Raihan,Marcos Zampieri
Dhiman Goswami,Marcos Zampieri
Md Nishat Raihan,Dhiman Goswami
Dhiman Goswami,Md Nishat Raihan
Dhiman Goswami,Marcos Zampieri
Md Nishat Raihan,Marcos Zampieri
2),2)
2),2)
2),2)
2),2)
2),2)
2),2)
2),2)
2),2)
2),2)
2),2)
Hejie Cui,Carl Yang
Che Liu,Rossella Arcucci
Hujun Bao,Guofeng Zhang
Lixin Cui,Yue Wang
Lixin Cui,Philip S. Yu
Lixin Cui,Edwin R. Hancock
Yue Wang,Philip S. Yu
Yue Wang,Edwin R. Hancock
Philip S. Yu,Edwin R. Hancock
Lixin Cui,Yue Wang
Lixin Cui,Lu Bai
Lixin Cui,Philip S. Yu
Lixin Cui,Edwin R. Hancock
Yue Wang,Lu Bai
Yue Wang,Philip S. Yu
Yue Wang,Edwin R. Hancock
Lu Bai,Philip S. Yu
Lu Bai,Edwin R. Hancock
Philip S. Yu,Edwin R. Hancock
Anh Tran,Cuong Pham
Lu Bai,Lixin Cui
Yong Zhang,Xiaodong Cun
Tong Chen,Lizhen Cui
Tong Chen,Hongzhi Yin
Lizhen Cui,Hongzhi Yin
Anh Tran,Cuong Pham
Chaozheng Wang,Cuiyun Gao
Cuiyun Gao,Shuzheng Gao
Cuiyun Gao,Michael R. Lyu
Shuzheng Gao,Michael R. Lyu
Shuguang Cui,Xiaoguang Han
Thiemo Alldieck,Andrei Zanfir
Thiemo Alldieck,Cristian Sminchisescu
Andrei Zanfir,Cristian Sminchisescu
Guangxu Zhu,Jie Xu
Guangxu Zhu,H. Vincent Poor
Guangxu Zhu,Shuguang Cui
Jie Xu,H. Vincent Poor
Jie Xu,Shuguang Cui
H. Vincent Poor,Shuguang Cui
Xin Wang,Hao Chen
Yan Wang,Dinggang Shen
Jing Zhang,Cuiping Li
Jing Zhang,Hong Chen
Cuiping Li,Hong Chen
Ganqu Cui,Ning Ding
Ganqu Cui,Zhiyuan Liu
Ganqu Cui,Maosong Sun
Ning Ding,Zhiyuan Liu
Ning Ding,Maosong Sun
Zhiyuan Liu,Maosong Sun
Yinda Zhang,Hujun Bao
Yinda Zhang,Marc Pollefeys
Yinda Zhang,Guofeng Zhang
Yinda Zhang,Zhaopeng Cui
Hujun Bao,Marc Pollefeys
Hujun Bao,Guofeng Zhang
Hujun Bao,Zhaopeng Cui
Marc Pollefeys,Guofeng Zhang
Marc Pollefeys,Zhaopeng Cui
Guofeng Zhang,Zhaopeng Cui
Dhiman Goswami,Marcos Zampieri
Freddy Lecue,Bo Li
Li Dong,Lei Cui
Li Dong,Furu Wei
Lei Cui,Furu Wei
Portugal),Portugal)
Xi Chen,Qi Liu
Xi Chen,Ming Liu
Qi Liu,Ming Liu
Ganqu Cui,Ning Ding
Ganqu Cui,Zhiyuan Liu
Ganqu Cui,Maosong Sun
Ning Ding,Zhiyuan Liu
Ning Ding,Maosong Sun
Zhiyuan Liu,Maosong Sun
Marcella Cornia,Lorenzo Baraldi
Marcella Cornia,Rita Cucchiara
Lorenzo Baraldi,Rita Cucchiara
Anh Tran,Cuong Pham
Koray Kavukcuoglu,Demis Hassabis
Mariana-Iuliana Georgescu,Radu Tudor Ionescu
Yann LeCun,Trevor Darrell
Lorenzo Baraldi,Rita Cucchiara
David Acuna,Sanja Fidler
Jun Wang,Yufei Cui
Chang Liu,Yong Cui
Chang Liu,Nicu Sebe
Chang Liu,Bruno Lepri
Nicu Sebe,Bruno Lepri
Marcella Cornia,Lorenzo Baraldi
Marcella Cornia,Rita Cucchiara
Lorenzo Baraldi,Rita Cucchiara
Cunhua Pan,Hong Ren
Bryan Lim,Manon Flageat
Bryan Lim,Antoine Cully
Manon Flageat,Antoine Cully
Bilge Acun,Carole-Jean Wu
Bin Wang,Yu Qiao
Silvia Cascianelli,Rita Cucchiara
Shuguang Cui,Zhen Li
Oriol Vinyals,Koray Kavukcuoglu
Oriol Vinyals,Demis Hassabis
Koray Kavukcuoglu,Demis Hassabis
Chaozheng Wang,Cuiyun Gao
Chaozheng Wang,Michael R. Lyu
Cuiyun Gao,Michael R. Lyu
Tsung-Yi Lin,Yin Cui
Qimei Cui,Xiaofeng Tao
Xiaonan Nie,Fan Yang
Xiaonan Nie,Bin Cui
Fan Yang,Bin Cui
Jie Xu,Shuguang Cui
Pierre-Luc Bacon,"Doina
  Precup"
Pierre-Luc Bacon,Yoshua Bengio
"Doina
  Precup",Yoshua Bengio
Prakash Chandra Chhipa,Marcus Liwicki
Prakash Chandra Chhipa,Mubarak Shah
Marcus Liwicki,Mubarak Shah
Bilge Acun,Carole-Jean Wu
Yaping Sun,Shuguang Cui
Yaping Sun,Ping Zhang
Shuguang Cui,Ping Zhang
Peng Cui,Jiashuo Liu
Zhangjie Peng,Cunhua Pan
Zhangjie Peng,Maged Elkashlan
Cunhua Pan,Maged Elkashlan
Tehran,Iran
Tehran,Tehran
Iran,Tehran
Dhiman Goswami,Marcos Zampieri
Zhizheng Zhang,Cuiling Lan
UNISTRA),UNISTRA)
UNISTRA),UNISTRA)
UNISTRA),UNISTRA)
Lei Zhang,Yong Cui
Hujun Bao,Zhaopeng Cui
Jun Wang,Yufei Cui
Yufei Cui,Yan Yan
Lu Bai,Lixin Cui
Lu Bai,Yue Wang
Lixin Cui,Yue Wang
Yang Li,Wei Liu
2),3)
2),Australia
2),Australia
3),Australia
3),Australia
Australia,Australia
Spain,Spain
Spain,Spain)
Spain,Spain)
Leyang Cui,Wei Bi
Marcella Cornia,Lorenzo Baraldi
Marcella Cornia,Rita Cucchiara
Lorenzo Baraldi,Rita Cucchiara
Bin Wang,Sencun Zhu
Zheng Fang,Bin Cui
Lu Bai,Lixin Cui
Lu Bai,Yue Wang
Lu Bai,Edwin R. Hancock
Lixin Cui,Yue Wang
Lixin Cui,Edwin R. Hancock
Yue Wang,Edwin R. Hancock
Prakash Chandra Chhipa,Marcus Liwicki
Hao Chen,Ying Cui
Ganqu Cui,Zhiyuan Liu
Ganqu Cui,Maosong Sun
Zhiyuan Liu,Maosong Sun
Quan Liu,Ruining Deng
Quan Liu,Can Cui
Quan Liu,Tianyuan Yao
Quan Liu,Yuankai Huo
Ruining Deng,Can Cui
Ruining Deng,Tianyuan Yao
Ruining Deng,Yuankai Huo
Can Cui,Tianyuan Yao
Can Cui,Yuankai Huo
Tianyuan Yao,Yuankai Huo
Jun Wang,Yue Wang
Yilin Ning,Xin Li
Yilin Ning,Jie Xu
Yilin Ning,Fei Wang
Yilin Ning,Marcus Eng Hock Ong
Yilin Ning,Nan Liu
Xin Li,Jie Xu
Xin Li,Fei Wang
Xin Li,Marcus Eng Hock Ong
Xin Li,Nan Liu
Jie Xu,Fei Wang
Jie Xu,Marcus Eng Hock Ong
Jie Xu,Nan Liu
Fei Wang,Marcus Eng Hock Ong
Fei Wang,Nan Liu
Marcus Eng Hock Ong,Nan Liu
Cuiyun Gao,Xin Xia
Bilge Acun,Carole-Jean Wu
Cuong Tran,Ferdinando Fioretto
Yiming Cui,Dongfang Liu
Qimei Cui,Xiaofeng Tao
Cuong Tran,Ferdinando Fioretto
Peng Cui,Jun Zhu
Shuguang Cui,Zhen Li
Hujun Bao,Zhaopeng Cui
Bin Ren,"Rita
  Cucchiara"
Bin Ren,Luc Van Gool
Bin Ren,Ming-Hsuan Yang
Bin Ren,Nicu Sebe
"Rita
  Cucchiara",Luc Van Gool
"Rita
  Cucchiara",Ming-Hsuan Yang
"Rita
  Cucchiara",Nicu Sebe
Luc Van Gool,Ming-Hsuan Yang
Luc Van Gool,Nicu Sebe
Ming-Hsuan Yang,Nicu Sebe
Xiaodong Cun,Xintao Wang
Xiaodong Cun,Yong Zhang
Xiaodong Cun,Ying Shan
Xintao Wang,Yong Zhang
Xintao Wang,Ying Shan
Yong Zhang,Ying Shan
Yong Zhang,Xiaodong Cun
Yong Zhang,Ying Shan
Xiaodong Cun,Ying Shan
Simone Calderara,Rita Cucchiara
Heming Cui,Yu Qiao
Jiashuo Liu,Peng Cui
Yong Zhang,Xiaodong Cun
Yong Zhang,Ying Shan
Xiaodong Cun,Ying Shan
Jiashuo Liu,Peng Cui
Rajkumar Saini,Marcus Liwicki
Ning Ding,Ganqu Cui
Ning Ding,Zhiyuan Liu
Ganqu Cui,Zhiyuan Liu
Ling Yang,Bin Cui
Ling Yang,Xintao Wang
Ling Yang,Bin Cui
Xintao Wang,Bin Cui
Radu Marculescu,Diana Marculescu
Dongfang Liu,Yiming Cui
Carole-Jean Wu,Bilge Acun
Jiangyan Yi,Jianhua Tao
Jiangyan Yi,Cunhang Fan
Jianhua Tao,Cunhang Fan
Xin Liu,Jian Cui
Yingjie Li,Cunxi Yu
Nicu Sebe,Zhun Zhong
Thiemo Alldieck,Cristian Sminchisescu
Bin Wang,Yu Qiao
Christopher Potts,Atticus Geiger
Cunhang Fan,Jiangyan Yi
Tianzi Wang,Xurong Xie
Tianzi Wang,Mingyu Cui
Tianzi Wang,Mengzhe Geng
Tianzi Wang,Helen Meng
Tianzi Wang,Xunying Liu
Xurong Xie,Mingyu Cui
Xurong Xie,Mengzhe Geng
Xurong Xie,Helen Meng
Xurong Xie,Xunying Liu
Mingyu Cui,Mengzhe Geng
Mingyu Cui,Helen Meng
Mingyu Cui,Xunying Liu
Mengzhe Geng,Helen Meng
Mengzhe Geng,Xunying Liu
Helen Meng,Xunying Liu
Hejie Cui,Carl Yang
Tianzi Wang,Jiajun Deng
Tianzi Wang,Mingyu Cui
Tianzi Wang,Mengzhe Geng
Jiajun Deng,Mingyu Cui
Jiajun Deng,Mengzhe Geng
Mingyu Cui,Mengzhe Geng
Cunjun Yu,Yue Wang
Cunjun Yu,Sanja Fidler
Yue Wang,Sanja Fidler
Hejie Cui,Xiang Li
Hejie Cui,Carl Yang
Xiang Li,Carl Yang
Jie Ren,Chen Chen
Shuguang Cui,Zhen Li
Li Dong,Kezhi Wang
Li Dong,Cunhua Pan
Kezhi Wang,Cunhua Pan
Mingzhe Chen,Shuguang Cui
Ruining Deng,Quan Liu
Ruining Deng,Can Cui
Ruining Deng,Tianyuan Yao
Ruining Deng,Hao Li
Ruining Deng,Haichun Yang
Ruining Deng,Yuankai Huo
Quan Liu,Can Cui
Quan Liu,Tianyuan Yao
Quan Liu,Hao Li
Quan Liu,Haichun Yang
Quan Liu,Yuankai Huo
Can Cui,Tianyuan Yao
Can Cui,Hao Li
Can Cui,Haichun Yang
Can Cui,Yuankai Huo
Tianyuan Yao,Hao Li
Tianyuan Yao,Haichun Yang
Tianyuan Yao,Yuankai Huo
Hao Li,Haichun Yang
Hao Li,Yuankai Huo
Haichun Yang,Yuankai Huo
Simone Calderara,Rita Cucchiara
